name,price,status,shipping,free_returns,items_sold
The Conquest of Bread and Other Writings (Cambridge Texts in the History of Poli,$20.42,Pre-Owned,$0,False,
Kropotkin: 'The Conquest of Bread' and Other Writings by Peter Kropotkin: New,$14.99,Brand New,$4.49,False,
The Conquest of Bread by Peter Kropotkin: New,$9.71,Brand New,$4.49,False,
Kropotkin: 'The Conquest of Bread' and Other Writings by Petr Alekseevich Kropot,$27.49,Brand New,$0,False,0
The Conquest of Bread by Peter Kropotkin,$17.43,Pre-Owned,$0,True,
Kropotkin: 'The Conquest of Bread' and Other Writings by Peter Kropotkin: New,$102.41,Brand New,$4.49,False,
"The Conquest of Bread, Brand New, Free shipping",$17.23,Brand New,$18.56,False,0
"The Conquest of Bread, Brand New, Free shipping",$30.81,Brand New,$18.56,False,
The Peter Kropotkin Anthology The Conquest of Bread & Mutual Aid A Factor of ...,$36.69,Brand New,$18.56,False,
"The Conquest of Bread: Dialectics Annotated Edition by Kropotkin, Peter Book The",$16.51,Pre-Owned,$0,False,
"The Conquest of Bread (Dover Books on History, Political and Social Science)…",$24.95,Pre-Owned,$4.99,False,
"The Conquest of Bread, Like New Used, Free shipping in the US",$14.05,New (Other),$0,False,
"The Conquest of Bread, Like New Used, Free shipping in the US",$14.28,New (Other),$0,False,
The Conquest of Bread,$19.24,Brand New,$0,False,
"Conquest Of Bread, Brand New, Free shipping in the US",$35.95,Brand New,$0,False,
The Conquest of Bread,$59.95,,$0,False,0
"Kropotkin: 'The Conquest of Bread' and Other Writings: By Kropotkin, Peter",$21.41,Brand New,$0,False,
Kropotkin: 'The Conquest of Bread' and Other Writings 9780521459907 | Brand New,$43.73,Brand New,$0,False,
"Kropotkin: The Conquest of Bread: 'The Conquest, Shatz..",$31.31,Brand New,$0,False,
The Conquest of Bread by Petr Alekseevich Kropotkin,$13.96,Brand New,$27.22,False,
"The Conquest of Bread, Brand New, Free P&P in the UK",$12.41,Brand New,$21.76,False,
The Conquest of Bread by Peter Kropotkin (author),$32.65,Brand New,$27.22,False,
"The Conquest of Bread by Petr Alekseevich Kropotkin, Charles Weigl",$15.43,Brand New,$27.22,False,
"The Conquest of Bread by Petr Alekseevich Kropotkin (author), David Priestlan...",$12.74,Brand New,$27.22,False,
"The Conquest of Bread: Dialectics Annotated Edition by Kropotkin, Peter (Pape",$24.95,Pre-Owned,$4.99,False,
The Peter Kropotkin Anthology The Conquest of Bread & Mutual Aid A Factor of ...,$24.74,Brand New,$21.76,False,
"Conquest of Bread, Paperback by Kropotkin, P., Brand New, Free P&P in the UK",$16.05,Brand New,$21.76,False,
"The Conquest of Bread by Kropotkin, Peter",$22.13,Brand New,$8.82,False,
The Conquest of Bread by Petr Alekseevich Kropotkin,$21.27,Brand New,$8.82,False,
The Conquest Of Bread,$15.42,Brand New,$0,False,
"Conquest of Bread, The BOOK NEW",$17.28,Brand New,$3.22,False,
"`Kropotkin, Peter`-The Conquest Of Bread BOOK NEW",$16.96,Brand New,$3.22,False,
The Conquest of Bread : 150 Years of Agribusiness in California,$5.35,Pre-Owned,$0,True,
"The Conquest of Bread (Penguin Classics), Kropotkin 9780141396118 New=-",$19.18,Brand New,$0,False,
The Conquest of Bread by Kropotkin  New 9780141396118 Fast Free Shipping..,$17.24,Brand New,$0,False,
"The Conquest of Bread, Kropotkin, Kropotkin 9780486478500 Fast Free Shipping-,",$20.43,Brand New,$0,False,
The Conquest of Bread (Dodo Press)                                             ,$24.98,Brand New,$0,False,
"The Conquest of Bread [Dover Books on History, Political and Social Science]",$13.44,Brand New,$0,False,
"The Conquest of Bread, Kropotkin, Peter New 9781438523767 Fast Free Shipping,,",$24.44,Brand New,$0,False,
"			Kropotkin: 'The Conquest of Bread' and Other Wr, Kropotkin-,		",$133.62,Brand New,$0,False,
"The Conquest of Bread, Kropotkin, Peter New 9780983061588 Fast Free Shipping,,",$17.54,Brand New,$0,False,
"Kropotkin: 'The Conquest of Bread' and Other Writings, Kropotkin, Alekseevich,,",$48.58,Brand New,$0,False,
"The Conquest of Bread, Like New Used, Free P&P in the UK",$12.4,New (Other),$21.76,False,
,,,,False,
"Kropotkin: 'The Conquest of Bread' and Other Wr, Kropotkin, Shatz*-",$150.35,Brand New,$0,False,
"Conquest of Bread, Paperback by Kropotkin, Peter, Brand New, Free P&P in the UK",$15.86,Brand New,$21.76,False,
The Conquest of Bread: Dialectics Annotated Edition - Paperback - VERY GOOD,$14.03,Pre-Owned,$0,True,
"Conquest Of Bread, Like New Used, Free shipping in the US",$35.94,New (Other),$0,False,
The Conquest of Bread and Other Writings (Cambridge Texts in the History of Poli,$20.42,Pre-Owned,$0,False,
Kropotkin: 'The Conquest of Bread' and Other Writings by Peter Kropotkin: New,$14.99,Brand New,$4.49,False,
The Conquest of Bread by Peter Kropotkin: New,$9.71,Brand New,$4.49,False,
Kropotkin: 'The Conquest of Bread' and Other Writings by Petr Alekseevich Kropot,$27.49,Brand New,$0,False,0
The Conquest of Bread by Peter Kropotkin,$17.43,Pre-Owned,$0,True,
Kropotkin: 'The Conquest of Bread' and Other Writings by Peter Kropotkin: New,$102.41,Brand New,$4.49,False,
"The Conquest of Bread, Brand New, Free shipping",$17.23,Brand New,$18.56,False,0
"The Conquest of Bread, Brand New, Free shipping",$30.81,Brand New,$18.56,False,
The Peter Kropotkin Anthology The Conquest of Bread & Mutual Aid A Factor of ...,$36.69,Brand New,$18.56,False,
"The Conquest of Bread: Dialectics Annotated Edition by Kropotkin, Peter Book The",$16.51,Pre-Owned,$0,False,
"The Conquest of Bread (Dover Books on History, Political and Social Science)…",$24.95,Pre-Owned,$4.99,False,
"The Conquest of Bread, Like New Used, Free shipping in the US",$14.05,New (Other),$0,False,
"The Conquest of Bread, Like New Used, Free shipping in the US",$14.28,New (Other),$0,False,
The Conquest of Bread,$19.24,Brand New,$0,False,
"Conquest Of Bread, Brand New, Free shipping in the US",$35.95,Brand New,$0,False,
The Conquest of Bread,$59.95,,$0,False,0
"Kropotkin: 'The Conquest of Bread' and Other Writings: By Kropotkin, Peter",$21.41,Brand New,$0,False,
Kropotkin: 'The Conquest of Bread' and Other Writings 9780521459907 | Brand New,$43.73,Brand New,$0,False,
"Kropotkin: The Conquest of Bread: 'The Conquest, Shatz..",$31.31,Brand New,$0,False,
The Conquest of Bread by Petr Alekseevich Kropotkin,$13.96,Brand New,$27.22,False,
"The Conquest of Bread, Brand New, Free P&P in the UK",$12.41,Brand New,$21.76,False,
The Conquest of Bread by Peter Kropotkin (author),$32.65,Brand New,$27.22,False,
"The Conquest of Bread by Petr Alekseevich Kropotkin, Charles Weigl",$15.43,Brand New,$27.22,False,
"The Conquest of Bread by Petr Alekseevich Kropotkin (author), David Priestlan...",$12.74,Brand New,$27.22,False,
"The Conquest of Bread: Dialectics Annotated Edition by Kropotkin, Peter (Pape",$24.95,Pre-Owned,$4.99,False,
The Peter Kropotkin Anthology The Conquest of Bread & Mutual Aid A Factor of ...,$24.74,Brand New,$21.76,False,
"Conquest of Bread, Paperback by Kropotkin, P., Brand New, Free P&P in the UK",$16.05,Brand New,$21.76,False,
"The Conquest of Bread by Kropotkin, Peter",$22.13,Brand New,$8.82,False,
The Conquest of Bread by Petr Alekseevich Kropotkin,$21.27,Brand New,$8.82,False,
The Conquest Of Bread,$15.42,Brand New,$0,False,
"Conquest of Bread, The BOOK NEW",$17.28,Brand New,$3.22,False,
"`Kropotkin, Peter`-The Conquest Of Bread BOOK NEW",$16.96,Brand New,$3.22,False,
The Conquest of Bread : 150 Years of Agribusiness in California,$5.35,Pre-Owned,$0,True,
"The Conquest of Bread (Penguin Classics), Kropotkin 9780141396118 New=-",$19.18,Brand New,$0,False,
The Conquest of Bread by Kropotkin  New 9780141396118 Fast Free Shipping..,$17.24,Brand New,$0,False,
"The Conquest of Bread, Kropotkin, Kropotkin 9780486478500 Fast Free Shipping-,",$20.43,Brand New,$0,False,
The Conquest of Bread (Dodo Press)                                             ,$24.98,Brand New,$0,False,
"The Conquest of Bread [Dover Books on History, Political and Social Science]",$13.44,Brand New,$0,False,
"The Conquest of Bread, Kropotkin, Peter New 9781438523767 Fast Free Shipping,,",$24.44,Brand New,$0,False,
"			Kropotkin: 'The Conquest of Bread' and Other Wr, Kropotkin-,		",$133.62,Brand New,$0,False,
"The Conquest of Bread, Kropotkin, Peter New 9780983061588 Fast Free Shipping,,",$17.54,Brand New,$0,False,
"Kropotkin: 'The Conquest of Bread' and Other Writings, Kropotkin, Alekseevich,,",$48.58,Brand New,$0,False,
"The Conquest of Bread, Like New Used, Free P&P in the UK",$12.4,New (Other),$21.76,False,
